source_resource_type,region,target_region,server_name,target_server_name,server_id,include_in_deploy,source_flavor_id,source_flavor_name,source_ram_mb,source_vcpus,source_disk_gb,source_image_name,source_image_os_distro,source_image_os_version,target_flavor_id,target_flavor_name,target_ram_mb,target_vcpus,target_disk_gb,target_hourly_rate_usd,target_daily_cost_min_usd,target_monthly_cost_min_usd,recommended_target_image_name,image_recommendation_note,cloud_init_user_data,boot_volume_source_size_gb,boot_volume_source_device,boot_volume_target_device,needs_floating_ip,floating_network,boot_strategy,boot_from_volume_size_gb,attached_data_volumes_count,conversion_note,alt_1,alt_2,alt_3
database_instance,iad,DFW,Stack-05_Database,Stack-05_Database,4d0ced3c-c5b5-4cf3-aa17-729cd74ce1e5,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:5.7,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,HAmysql-01,HAmysql-01,4d3ba66a-081c-411a-ba88-c5d3eae98644,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,mariad1,mariad1,4ddfa7e3-7dc4-46b0-9dcb-35ff8d85a92e,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mariadb:10.6,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,hadbaas-vip-03,hadbaas-vip-03,4e15dd55-7c7c-4d08-9d2e-055fb7060d59,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mariadb:10.6,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,Instance-21,Instance-21,53ed4836-2719-4058-b084-5ca6cffbf2b4,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=percona:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,mysql8instance,mysql8instance,5800f484-5abf-4ba3-97ad-fdf2645e9e07,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,sql,sql,5b05ea2c-c452-4069-97f3-f2bc80e7182f,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,Mariadb,Mariadb,5c916b27-aa26-4a6e-a488-64d6386b90c9,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mariadb:10.6,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,hadbaas-vip-01,hadbaas-vip-01,6f7cf30a-1833-49d1-a500-059820a40333,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mariadb:10.6,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
database_instance,iad,DFW,Instance-20,Instance-20,7a350577-6f75-48fc-aa8a-fa08a7a38664,yes,,,,,5,,,,d3a4a3f8-1aa3-4f9e-b08d-9081bb8aea08,gp.5.2.2,2048,2,40,0.0390,0.94,28.08,Ubuntu 22.04,db_instance_to_linux_server,,,,,no,,local_boot_use_flavor_disk,,0,db_to_server_conversion;disk_fit;db_size_gb=5;datastore=mysql:8.0,gp.5.4.4 (1ba37c74-34c1-47f8-965b-c5005c3825d2) note=disk_fit,gp.5.2.4 (b5ccd490-b138-4d81-b8c3-c074287708e8) note=disk_fit,gp.5.1.4 (c85a20aa-30ee-40ba-8724-51f4860acc7d) note=disk_fit
